,Locality,Price_per_sft,Area,Property_Type,BHK number,
14991,Hitech City,6500,1628,  Apartment,3,
14992,Kondapur,6300,1284,  Apartment,2,
14993,Appa Junction Peerancheru,5800,1294,  Apartment,2,
14994,Kistareddypet,3900,1100,  Apartment,2,
14995,Hitech City,6500,1645,  Apartment,3,
14996,Kondapur,6599,1284,  Apartment,2,
14997,Rameshwaram Banda,4615,2470,  Independent House,4,
14998,Appa Junction Peerancheru,5800,1294,  Apartment,2,
14999,Puppalaguda,5000,1550,  Apartment,3,
15000,Puppalaguda,5300,2020,  Apartment,3,
15001,Puppalaguda,4900,1570,  Apartment,3,
15002,Kollur,4700,1900,  Apartment,3,
15003,Pragathi Nagar Kukatpally,4600,1240,  Apartment,2,
15004,Hitech City,6500,1788,  Apartment,3,
15005,Kondapur,6300,1766,  Apartment,2,
15006,Patancheru,3740,1203,  Apartment,3,
15007,Madhapur,4563,1008,  Apartment,2,
15008,Nanakramguda,6726,2230,  Villa,3,
15009,Kompally,6969,3300,  Villa,4,
15010,Yadagirigutta,4723,450,  Apartment,1,
15011,Yadagirigutta,4723,450,  Apartment,1,
15012,Yadagirigutta,4723,275,  Apartment,1,
15013,Yadagirigutta,4723,275,  Apartment,1,
15014,Yadagirigutta,4723,450,  Apartment,1,
15015,Yadagirigutta,4723,450,  Apartment,1,
15016,Yadagirigutta,4723,275,  Apartment,1,
15017,Yadagirigutta,4723,275,  Apartment,1,
15018,Yadagirigutta,4723,650,  Apartment,2,
15019,Yadagirigutta,4723,650,  Apartment,2,
15020,Kollur,3699,2350,  Apartment,3,
15021,Kollur,3699,2350,  Apartment,3,
15022,Kollur,3699,2000,  Apartment,3,
15023,Kollur,3699,2000,  Apartment,3,
15024,Kollur,3699,1275,  Apartment,2,
15025,Kollur,3699,1275,  Apartment,2,
15026,Kollur,3699,2625,  Apartment,3,
15027,Kollur,3699,2625,  Apartment,3,
15028,Kollur,3699,1185,  Apartment,2,
15029,Kollur,3699,1185,  Apartment,2,
15030,Kollur,3699,1550,  Apartment,3,
15031,Kollur,3699,1550,  Apartment,3,
15032,Kollur,3699,1050,  Apartment,2,
15033,Kollur,3699,1050,  Apartment,2,
15034,Kollur,3699,1780,  Apartment,3,
15035,Kollur,3699,1780,  Apartment,3,
15036,Kollur,3699,1300,  Apartment,2,
15037,Kollur,3699,1300,  Apartment,2,
15038,Kompally,5500,2160,  Apartment,3,
15039,Kompally,5500,2160,  Apartment,3,
15040,Kompally,5500,2360,  Apartment,3,
15041,Kompally,5500,2360,  Apartment,3,
15042,Kompally,5500,3240,  Apartment,3,
15043,Kompally,5500,3240,  Apartment,3,
15044,Kompally,5500,2860,  Apartment,3,
15045,Kompally,5500,2860,  Apartment,3,
15046,Kompally,5500,3810,  Apartment,3,
15047,Shaikpet,10296,1495,  Apartment,2,
15048,Shaikpet,10296,1495,  Apartment,2,
15049,Shaikpet,10129,2595,  Apartment,3,
15050,Shaikpet,10129,2595,  Apartment,3,
15051,Shaikpet,10296,1495,  Apartment,2,
15052,Shaikpet,10296,1495,  Apartment,2,
15053,Shaikpet,10129,2595,  Apartment,3,
15054,Shaikpet,10129,2595,  Apartment,3,
15055,Shaikpet,10162,2265,  Apartment,3,
15056,Shaikpet,10162,2265,  Apartment,3,
15057,Shaikpet,10186,2070,  Apartment,3,
15058,Shaikpet,10186,2070,  Apartment,3,
15059,Shaikpet,10126,2625,  Apartment,3,
15060,Shaikpet,10126,2625,  Apartment,3,
15061,Shaikpet,10355,1300,  Apartment,2,
15062,Shaikpet,10355,1300,  Apartment,2,
15063,Shaikpet,10217,1865,  Apartment,3,
15064,Shaikpet,10217,1865,  Apartment,3,
15065,Shaikpet,10393,1200,  Apartment,2,
15066,Shaikpet,10393,1200,  Apartment,2,
15067,Kokapet,5600,1960,  Apartment,3,
15068,Bachupally,4727,1100,  Apartment,2,
15069,Miyapur,5745,1100,  Apartment,2,
15070,Gajularamaram,5286,1220,  Apartment,2,
15071,Attapur,5589,1495,  Apartment,3,
15072,Jubilee Hills,4126,4931,  Apartment,4,
15073,Patancheru,5393,1050,  Independent House,2,
15074,Miyapur,3317,2823,  Apartment,2,
15075,Kondapur,8469,1326,  Apartment,3,
15076,Nagole,6665,1302,  Apartment,3,
15077,Nagole,5271,1585,  Apartment,3,
15078,Nagole,5400,1585,  Apartment,3,
15079,Kondapur,4870,1350,  Apartment,3,
15080,Saroor Nagar,5333,1500,  Apartment,3,
15081,Miyapur,4700,1907,  Apartment,3,
15082,Habsiguda,4610,1545,  Apartment,3,
15083,Nanakramguda,4419,1560,  Apartment,3,
15084,Kokapet,4496,4715,  Villa,4,
15085,Padmarao Nagar,5252,2138,  Apartment,4,
15086,Nallagandla Gachibowli,5278,1490,  Apartment,3,
15087,Kompally,4717,1745,  Apartment,3,
15088,Alwal,5062,1600,  Apartment,3,
15089,Osman Nagar,4903,1480,  Apartment,3,
15090,Miyapur,1160,1610,  Apartment,3,
15091,Kothapet,5079,1503,  Apartment,3,
15092,Yapral,5104,1153,  Apartment,3,
15093,Nallagandla Gachibowli,4677,1850,  Apartment,3,
15094,Narsingi,4559,1532,  Apartment,3,
15095,Shadnagar,5074,1550,  Villa,3,
15096,Bachupally,4340,3041,  Villa,3,
15097,Nagole,4620,1940,  Apartment,3,
15098,Alwal,4802,1490,  Apartment,3,
15099,Gachibowli,4702,3615,  Villa,5,
15100,Hitech City,5166,3000,  Apartment,4,
15101,Kokapet,5622,2401,  Apartment,4,
15102,Serilingampally,3251,2112,  Apartment,3,
15103,Attapur,4782,1600,  Apartment,3,
15104,Hitech City,4880,2340,  Apartment,3,
15105,Kollur,3810,2200,  Apartment,4,
15106,Old Bhoiguda,4518,1650,  Apartment,3,
15107,Pragathi Nagar Kukatpally,3430,3662,  Villa,3,
15108,Pragathi Nagar Kukatpally,4194,3662,  Villa,3,
15109,Old Bhoiguda,4627,1850,  Apartment,3,
15110,Manikonda,7542,843,  Apartment,3,
15111,Kismatpur,4456,2196,  Apartment,3,
15112,Miyapur,5207,1560,  Apartment,3,
15113,Maheshwaram,4445,3509,  Villa,4,
15114,Nanakramguda,4736,2850,  Apartment,4,
15115,Gachibowli,4111,2880,  Villa,4,
15116,Patancheru,5714,910,  Apartment,2,
15117,Nagole,4137,1450,  Apartment,3,
15118,Nallagandla Gachibowli,4402,2805,  Apartment,4,
15119,Ameerpet,4750,1386,  Apartment,3,
15120,Alwal,4317,1525,  Apartment,3,
15121,Shankarpalli,4588,3325,  Villa,4,
15122,Gopanpally,4100,1309,  Apartment,3,
15123,Himayat Nagar,4793,1906,  Apartment,3,
15124,Attapur,4721,4130,  Villa,4,
15125,Kompally,4261,1235,  Apartment,2,
15126,Nallagandla Gachibowli,4468,1916,  Apartment,3,
15127,Mokila,4396,3500,  Villa,4,
15128,Kukatpally,4070,1750,  Apartment,3,
15129,Kondapur,4310,5999,  Apartment,4,
15130,Kompally,4528,1156,  Villa,2,
15131,Attapur,4764,1495,  Apartment,3,
15132,Kothapet,4882,1611,  Apartment,3,
15133,Miyapur,4621,1940,  Apartment,3,
15134,Jubilee Hills,4157,4931,  Apartment,4,
15135,Madhapur,5039,1266,  Apartment,3,
15136,Film Nagar,4324,5624,  Apartment,4,
15137,Dammaiguda,4607,1604,  Apartment,3,
15138,Serilingampally,4224,3380,  Villa,4,
15139,Saidabad,4031,1658,  Apartment,3,
15140,Kondapur,4308,1896,  Apartment,3,
15141,Saroor Nagar,7051,1295,  Apartment,3,
15142,Nallagandla Gachibowli,4808,1490,  Apartment,3,
15143,Narsingi,4285,4550,  Apartment,4,
15144,Nagole,5328,1161,  Apartment,2,
15145,Kothapet,5246,1611,  Apartment,3,
15146,Gandipet,5078,5041,  Apartment,4,
15147,Kothapet,4362,1750,  Apartment,3,
15148,LB Nagar,4782,2000,  Apartment,3,
15149,Ameenpur,4289,1390,  Apartment,3,
15150,Suraram,951,1725,  Apartment,3,
15151,Moosapet,4608,1342,  Apartment,3,
15152,Kondapur,5810,1167,  Apartment,3,
15153,Pragathi Nagar Kukatpally,7358,772,  Apartment,2,
15154,Nallagandla Gachibowli,4660,2403,  Apartment,3,
15155,Miyapur,4988,1725,  Apartment,3,
15156,Chandanagar,4301,1990,  Apartment,3,
15157,Madhapur,4247,2260,  Apartment,4,
15158,Kompally,4025,3068,  Apartment,3,
15159,Bandlaguda Jagir,4075,4000,  Villa,4,
15160,Miyapur,5486,1200,  Apartment,2,
15161,Miyapur,5258,1414,  Apartment,3,
15162,Bandlaguda Jagir,4733,1387,  Apartment,3,
15163,Kondapur,4813,1586,  Apartment,3,
15164,Miyapur,5152,1485,  Apartment,3,
15165,Bowrampet,4545,1730,  Apartment,3,
15166,Bachupally,4988,1535,  Apartment,3,
15167,Saroor Nagar,4505,1700,  Apartment,3,
15168,Nallagandla Gachibowli,3979,2403,  Apartment,3,
15169,Attapur,4813,2140,  Villa,4,
15170,Yapral,4367,1495,  Apartment,3,
15171,Kompally,4360,1330,  Apartment,2,
15172,East Marredpally,4232,1710,  Apartment,3,
15173,Himayat Nagar,4257,2902,  Apartment,3,
15174,Kompally,4804,1117,  Apartment,2,
15175,Miyapur,6141,1039,  Apartment,3,
15176,Yapral,4565,1585,  Apartment,3,
15177,Kompally,4179,2360,  Villa,3,
15178,Kothapet,4372,1750,  Apartment,3,
15179,LB Nagar,4077,2100,  Apartment,3,
15180,Bachupally,3638,3041,  Villa,3,
15181,Attapur,4605,1430,  Apartment,3,
15182,Kompally,4336,1745,  Apartment,3,
15183,Maheshwaram,4913,2890,  Villa,4,
15184,Saroor Nagar,5317,1685,  Apartment,3,
15185,Mehdipatnam,3602,1250,  Apartment,3,
15186,Bolarum,4204,1094,  Apartment,2,
15187,Mehdipatnam,4556,1250,  Apartment,3,
15188,Tellapur,4814,2500,  Apartment,3,
15189,Ameerpet,4723,1432,  Apartment,3,
15190,Rajendra Nagar,4498,1207,  Apartment,3,
15191,Rajendra Nagar,5265,1207,  Apartment,3,
15192,Hitech City,4359,3597,  Apartment,3,
15193,Bachupally,4464,975,  Apartment,2,
15194,Zaheerabad,4330,1726,  Apartment,3,
15195,Osman Nagar,4280,1725,  Apartment,3,
15196,Bachupally,4812,1635,  Apartment,3,
15197,Saroor Nagar,3125,2644,  Apartment,3,
15198,Nanakramguda,3254,2880,  Apartment,4,
15199,Saroor Nagar,5810,1266,  Apartment,3,
15200,Kowkur,3259,2934,  Villa,3,
15201,Miyapur,4933,1450,  Apartment,3,
15202,Bandlaguda Jagir,5080,1600,  Apartment,3,
15203,Kapra,4814,1168,  Apartment,3,
15204,Gachibowli,4471,1891,  Apartment,3,
15205,Kompally,4559,1725,  Apartment,3,
15206,Quthbullapur,4450,1924,  Apartment,3,
15207,Gajulramaram Kukatpally,5289,1140,  Apartment,2,
15208,Ameenpur,4798,1507,  Apartment,3,
15209,Saidabad,4743,1658,  Apartment,3,
15210,Kokapet,4685,2185,  Apartment,3,
15211,Nizampet,4895,1660,  Apartment,3,
15212,Kachiguda,4857,1764,  Apartment,3,
15213,Kismatpur,6099,869,  Apartment,2,
15214,Nallagandla Gachibowli,4331,3140,  Apartment,3,
15215,Sainikpuri,4648,2050,  Apartment,3,
15216,Lakdikapul,5129,1200,  Apartment,3,
15217,Patancheru,4412,1480,  Apartment,3,
15218,Sri Nagar Colony,4770,1730,  Independent House,3,
15219,Alwal,4578,1345,  Apartment,3,
15220,Bachupally,4298,2200,  Apartment,3,
15221,Shamshabad,4700,1680,  Apartment,3,
15222,Jubilee Hills,4356,2425,  Apartment,3,
15223,Maheshwaram,4024,3069,  Apartment,4,
15224,Gopanpally,964,1309,  Apartment,3,
15225,Kondapur,5446,1258,  Apartment,3,
15226,Nallagandla Gachibowli,4569,1962,  Apartment,3,
15227,LB Nagar,3914,2470,  Apartment,3,
15228,Nizampet,4854,1805,  Apartment,3,
15229,Sultanpur,2225,2780,  Villa,3,
15230,Bandlaguda Jagir,4694,1398,  Apartment,3,
15231,Tellapur,4384,2500,  Apartment,3,
15232,Tellapur,4095,2500,  Apartment,3,
15233,Bolarum,4371,1990,  Apartment,4,
15234,Mehdipatnam,4990,1250,  Apartment,3,
15235,LB Nagar,865,4000,  Villa,4,
15236,LB Nagar,3900,4000,  Villa,4,
15237,LB Nagar,4154,1810,  Apartment,3,
15238,Kondapur,4741,1510,  Apartment,3,
15239,Hayathnagar,3353,3108,  Villa,3,
15240,Serilingampally,5223,1120,  Apartment,2,
15241,Serilingampally,4826,1296,  Apartment,3,
15242,Uppal Kalan,4791,1580,  Apartment,3,
15243,Adibatla,4096,2580,  Villa,3,
15244,Miyapur,4825,1695,  Apartment,3,
15245,Ghatkesar,5590,2200,  Villa,4,
15246,Bandlaguda Jagir,4909,1398,  Apartment,3,
15247,Kondapur,3850,5999,  Apartment,4,
15248,Maheshwaram,2976,3069,  Apartment,4,
15249,Yousufguda,5237,1087,  Apartment,3,
15250,Satya Nagar Colony,4098,1990,  Apartment,3,
15251,Jeedimetla,5042,1460,  Apartment,3,
15252,Kompally,4981,1639,  Apartment,3,
15253,Boduppal,4423,834,  Apartment,2,
15254,Pragathi Nagar Kukatpally,4750,1780,  Apartment,3,
15255,Nallagandla Gachibowli,4789,1494,  Apartment,3,
15256,Bandlaguda Jagir,4885,1260,  Apartment,3,
15257,Patancheru,4648,1850,  Independent House,3,
15258,Pragathi Nagar Kukatpally,5027,1218,  Apartment,3,
15259,Pocharam,4911,1395,  Apartment,3,
15260,Kapra,4814,1168,  Apartment,3,
15261,Gachibowli,4471,1891,  Apartment,3,
15262,Kompally,4559,1725,  Apartment,3,
15263,Quthbullapur,4450,1924,  Apartment,3,
15264,Gajulramaram Kukatpally,5289,1140,  Apartment,2,
15265,Ameenpur,4798,1507,  Apartment,3,
15266,Saidabad,4743,1658,  Apartment,3,
15267,Kokapet,4685,2185,  Apartment,3,
15268,Nizampet,4895,1660,  Apartment,3,
15269,Kachiguda,4857,1764,  Apartment,3,
15270,Kismatpur,6099,869,  Apartment,2,
15271,Nallagandla Gachibowli,4331,3140,  Apartment,3,
15272,Sainikpuri,4648,2050,  Apartment,3,
15273,Lakdikapul,5129,1200,  Apartment,3,
15274,Patancheru,4412,1480,  Apartment,3,
15275,Sri Nagar Colony,4770,1730,  Independent House,3,
15276,Alwal,4578,1345,  Apartment,3,
15277,Bolarum,4892,1241,  Apartment,3,
15278,Uppal Kalan,4883,1526,  Apartment,3,
15279,Kompally,3896,2224,  Apartment,3,
15280,Bowrampet,4506,1122,  Apartment,2,
15281,Bandlaguda Jagir,4612,4000,  Villa,4,
15282,Jeedimetla,4582,2000,  Apartment,3,
15283,Serilingampally,4855,1535,  Apartment,3,
15284,Bolarum,4679,1389,  Apartment,3,
15285,Kismatpur,4117,4750,  Villa,4,
15286,Sitaram Nagar,4091,1740,  Apartment,3,
15287,Nallagandla Gachibowli,5042,1500,  Apartment,3,
15288,Shankarpalli,4466,1660,  Apartment,3,
15289,Thumkunta,5258,1152,  Apartment,3,
15290,Sultanpur,5043,1220,  Apartment,2,
15291,Shankarpalli,5100,1050,  Apartment,2,
15292,Siddipet,4820,1546,  Apartment,3,
15293,Kismatpur,4169,5180,  Villa,4,
15294,Mallapur,5104,1025,  Apartment,2,
15295,Ibrahimpatnam,4579,1215,  Apartment,2,
15296,Sainikpuri,4342,1647,  Apartment,2,
15297,Serilingampally,5223,1120,  Apartment,2,
15298,Serilingampally,4826,1296,  Apartment,3,
15299,Uppal Kalan,4791,1580,  Apartment,3,
15300,Satya Nagar Colony,4098,1990,  Apartment,3,
15301,Jeedimetla,5042,1460,  Apartment,3,
15302,Kompally,4981,1639,  Apartment,3,
15303,Boduppal,4423,834,  Apartment,2,
15304,Pragathi Nagar Kukatpally,4750,1780,  Apartment,3,
15305,Nallagandla Gachibowli,4789,1494,  Apartment,3,
15306,Bandlaguda Jagir,4885,1260,  Apartment,3,
15307,Patancheru,4648,1850,  Independent House,3,
15308,Pragathi Nagar Kukatpally,5027,1218,  Apartment,3,
15309,Pocharam,4911,1395,  Apartment,3,
15310,Miyapur,3741,2823,  Apartment,2,
15311,Nallagandla Gachibowli,5421,1500,  Apartment,3,
15312,Kokapet,4989,1875,  Apartment,3,
15313,Attapur,4538,1495,  Apartment,3,
15314,Habsiguda,4616,1545,  Apartment,3,
15315,Hitech City,4537,1980,  Apartment,3,
15316,Kompally,4830,1295,  Apartment,2,
15317,Chinthal,4367,1410,  Apartment,3,
15318,Attapur,4428,2800,  Apartment,4,
15319,Kompally,3650,2060,  Apartment,3,
15320,Puppalaguda,3827,2257,  Apartment,3,
15321,Serilingampally,2589,3355,  Apartment,3,
15322,Miyapur,4354,1604,  Apartment,3,
15323,Tellapur,4712,1620,  Apartment,3,
15324,Quthbullapur,4739,2174,  Apartment,3,
15325,Bachupally,4298,2200,  Apartment,3,
15326,Shamshabad,4700,1680,  Apartment,3,
15327,Jubilee Hills,4356,2425,  Apartment,3,
15328,Maheshwaram,4024,3069,  Apartment,4,
15329,Gopanpally,964,1309,  Apartment,3,
15330,Jubilee Hills,3520,6760,  Apartment,5,
15331,Yapral,4168,2780,  Apartment,3,
15332,Kokapet,4427,3230,  Apartment,4,
15333,Narsingi,8150,1325,  Apartment,2,
15334,Miyapur,5733,1125,  Apartment,2,
15335,Miyapur,6770,1610,  Apartment,3,
15336,Adibatla,3800,1196,  Apartment,2,
15337,Adibatla,3800,1500,  Apartment,3,
15338,Ameerpet,4351,1333,  Apartment,3,
15339,Nanakramguda,8700,1825,  Apartment,3,
15340,Nanakramguda,8700,1715,  Apartment,3,
15341,Peerzadiguda,4545,990,  Independent House,2,
15342,Nanakramguda,9843,2010,  Apartment,3,
15343,Nanakramguda,9843,2010,  Apartment,3,
15344,Nanakramguda,9843,2010,  Apartment,3,
15345,Nanakramguda,9747,2270,  Apartment,3,
15346,Nanakramguda,9747,2270,  Apartment,3,
15347,Gachibowli,6567,1751,  Apartment,3,
15348,Nanakramguda,8700,4560,  Apartment,4,
15349,Nanakramguda,8700,1497,  Apartment,3,
15350,Nanakramguda,8700,1475,  Apartment,3,
15351,Nanakramguda,8700,4620,  Apartment,4,
15352,Narsingi,6621,1261,  Apartment,2,
15353,Chandanagar,5851,1350,  Apartment,3,
15354,Miyapur,6031,1260,  Apartment,2,
15355,Bachupally,5432,1215,  Apartment,2,
15356,Bollaram Industrial Area,3797,1027,  Apartment,2,
15357,Nizampet,3765,1142,  Apartment,3,
15358,Kompally,3765,1142,  Apartment,3,
15359,Moosapet,3765,1142,  Apartment,3,
15360,Kondapur,6923,1300,  Apartment,2,
15361,Ameenpur,5472,2010,  Apartment,3,
15362,Patighanpur,6900,1885,  Apartment,3,
15363,Kukatpally,8074,1672,  Apartment,3,
15364,Kukatpally,7763,1842,  Apartment,3,
15365,Kokapet,6213,3380,  Apartment,4,
15366,Shaikpet,6916,1200,  Apartment,2,
15367,Amberpet,6086,1150,  Apartment,2,
15368,Kondapur,10500,1704,  Apartment,3,
15369,Nanakramguda,10238,4395,  Apartment,4,
15370,Chandanagar,6169,1705,  Apartment,3,
15371,Narsingi,9310,4479,  Villa,4,
15372,Aminpur,5641,1170,  Apartment,2,
15373,Aminpur,5643,1165,  Apartment,2,
15374,Nagole,4354,1860,  Apartment,3,
15375,Shankarpalli,4650,1860,  Apartment,3,
15376,Nagole,4668,1940,  Apartment,3,
15377,Uppal Kalan,4789,1500,  Apartment,3,
15378,Manikonda,4567,843,  Apartment,3,
15379,Adibatla,3800,1394,  Apartment,3,
15380,Kokapet,7147,1679,  Apartment,3,
15381,Hitech City,5899,1250,  Apartment,2,
15382,Kukatpally,7036,1208,  Apartment,2,
15383,Chandanagar,5291,1200,  Apartment,2,
15384,Gajularamaram,4869,1300,  Apartment,2,
15385,Gajularamaram,4933,1050,  Apartment,2,
15386,Kukatpally,5934,1230,  Apartment,2,
15387,Kukatpally,6787,2085,  Apartment,3,
15388,Kukatpally,6016,1230,  Apartment,2,
15389,Gajularamaram,5318,1100,  Apartment,2,
15390,Gajularamaram,5316,1420,  Apartment,3,
15391,Gajularamaram,4666,1050,  Apartment,2,
15392,Chandanagar,5617,1175,  Apartment,2,
15393,Chandanagar,5583,1200,  Apartment,2,
15394,Gajularamaram,4662,1555,  Apartment,3,
15395,Kukatpally,6260,1150,  Apartment,2,
15396,Alwal,5895,1264,  Apartment,3,
15397,Kondapur,7295,1770,  Apartment,3,
15398,Chandanagar,5695,1510,  Apartment,3,
15399,Gajularamaram,5327,1375,  Apartment,3,
15400,Chandanagar,5200,1175,  Apartment,2,
15401,Gajularamaram,5333,1050,  Apartment,2,
15402,Gajularamaram,5327,1070,  Apartment,2,
15403,Gajularamaram,5295,1185,  Apartment,2,
15404,Kukatpally,5500,1500,  Apartment,3,
15405,Kondapur,7285,1815,  Apartment,3,
15406,Kondapur,7395,1210,  Apartment,2,
15407,Kondapur,7415,1165,  Apartment,2,
15408,Kukatpally,6260,1150,  Apartment,2,
15409,Kukatpally,6178,1230,  Apartment,3,
15410,Kukatpally,6826,1840,  Apartment,3,
15411,Kukatpally,6696,1135,  Apartment,2,
15412,Chandanagar,5583,1200,  Apartment,2,
15413,Patancheru,6376,1725,  Villa,3,
15414,Patancheru,8445,1184,  Villa,3,
15415,Kukatpally,6689,1450,  Apartment,3,
15416,Kukatpally,5467,1120,  Apartment,2,
15417,Kondapur,7029,1195,  Apartment,2,
15418,Patancheru,8445,1184,  Villa,3,
15419,Chandanagar,5583,1200,  Apartment,2,
15420,Patancheru,6086,1725,  Villa,3,
15421,Patancheru,6086,1725,  Villa,3,
15422,Patancheru,6956,1725,  Villa,3,
15423,Gajularamaram,4912,1120,  Apartment,2,
15424,Gajularamaram,4933,1050,  Apartment,2,
15425,Chandanagar,5907,1350,  Apartment,3,
15426,Gajularamaram,5312,1120,  Apartment,2,
15427,Gajularamaram,5295,1185,  Apartment,2,
15428,Gajularamaram,5112,1120,  Apartment,2,
15429,Chandanagar,5695,1510,  Apartment,3,
15430,Patancheru,6293,2304,  Villa,3,
15431,Kondapur,7295,1770,  Apartment,3,
15432,Miyapur,6966,1715,  Apartment,3,
15433,Miyapur,6506,1470,  Apartment,3,
15434,Gajularamaram,4944,1015,  Apartment,2,
15435,Kukatpally,682,1840,  Apartment,3,
15436,Chandanagar,5583,1200,  Apartment,2,
15437,Chandanagar,5978,1150,  Apartment,2,
15438,Gajularamaram,5269,1300,  Apartment,2,
15439,Gajularamaram,5327,1070,  Apartment,2,
15440,Gajularamaram,5318,1100,  Apartment,2,
15441,Miyapur,6506,1470,  Apartment,3,
15442,Kukatpally,6966,1715,  Apartment,3,
15443,Kukatpally,5836,1525,  Apartment,3,
15444,Chandanagar,5617,1175,  Apartment,2,
15445,Moosapet,6787,2085,  Apartment,3,
15446,Moosapet,6826,1840,  Apartment,3,
15447,Kondapur,7286,1815,  Apartment,3,
15448,Kondapur,7380,1250,  Apartment,2,
15449,Kondapur,7391,1220,  Apartment,2,
15450,Kondapur,7395,1210,  Apartment,2,
15451,Kondapur,7295,1210,  Apartment,2,
15452,Miyapur,6542,1750,  Apartment,3,
15453,Patancheru,7500,1200,  Villa,2,
15454,Kukatpally,6696,1135,  Apartment,2,
15455,Kukatpally,6858,1675,  Apartment,3,
15456,Kukatpally,5639,1525,  Apartment,3,
15457,Kukatpally,5934,1230,  Apartment,2,
15458,Kondapur,10500,2127,  Apartment,3,
15459,Kukatpally,6884,1300,  Apartment,2,
15460,Miyapur,5745,1100,  Apartment,2,
15461,Miyapur,5768,1055,  Apartment,2,
15462,Kukatpally,6900,1250,  Apartment,2,
15463,Miyapur,5605,1480,  Apartment,3,
15464,Miyapur,5733,1125,  Apartment,2,
15465,Chandanagar,5978,1150,  Apartment,2,
15466,Chandanagar,6078,950,  Apartment,2,
15467,Chandanagar,5866,1500,  Apartment,3,
15468,Aminpur,5366,1500,  Apartment,3,
15469,Gajularamaram,5327,1375,  Apartment,3,
15470,Gajularamaram,5327,1070,  Apartment,2,
15471,Gajularamaram,5295,1185,  Apartment,2,
15472,Gajularamaram,5333,1050,  Apartment,2,
15473,Gajularamaram,5327,1375,  Apartment,3,
15474,Gajularamaram,5316,1420,  Apartment,3,
15475,Gajularamaram,5344,1015,  Apartment,2,
15476,Kukatpally,7016,1200,  Apartment,2,
15477,Gajularamaram,5344,1015,  Apartment,2,
15478,Gajularamaram,5316,1420,  Apartment,3,
15479,Gajularamaram,5312,1120,  Apartment,2,
15480,Gajularamaram,5327,1070,  Apartment,2,
15481,Kondapur,10600,2458,  Apartment,3,
15482,Kondapur,10500,2008,  Apartment,3,
15483,Patancheru,7408,2362,  Independent House,4,
15484,Patancheru,7658,1828,  Independent House,4,
15485,Patancheru,8445,1184,  Independent House,1,
15486,Patancheru,7246,1725,  Villa,3,
15487,Patancheru,8695,1725,  Villa,3,
15488,Patancheru,9009,1221,  Independent House,2,
15489,Gajularamaram,5269,1300,  Apartment,2,
15490,Gajularamaram,5295,1185,  Apartment,2,
15491,Gajularamaram,5327,1070,  Apartment,2,
15492,Kondapur,7485,1815,  Apartment,3,
15493,Aminpur,5649,1145,  Apartment,2,
15494,Aminpur,5647,1150,  Apartment,2,
15495,Aminpur,5640,1175,  Apartment,2,
15496,Patancheru,7083,1200,  Independent House,2,
15497,Kukatpally,6866,1500,  Apartment,3,
15498,Gajularamaram,5344,1015,  Apartment,2,
15499,Gajularamaram,5327,1375,  Apartment,3,
15500,Gajularamaram,5312,1120,  Apartment,2,
15501,Aminpur,5647,1150,  Apartment,2,
15502,Aminpur,5644,1160,  Apartment,2,
15503,Aminpur,5641,1170,  Apartment,2,
15504,Gajularamaram,5318,1100,  Apartment,2,
15505,Gajularamaram,5344,1015,  Apartment,2,
15506,Gajularamaram,5312,1120,  Apartment,2,
15507,Gajularamaram,5269,1300,  Apartment,2,
15508,Patancheru,8445,1184,  Independent House,1,
15509,Patancheru,7408,2362,  Independent House,4,
15510,Chandanagar,5919,1310,  Apartment,3,
15511,Chandanagar,5907,1350,  Apartment,3,
15512,Miyapur,5733,1125,  Apartment,2,
15513,Ameenpur,5768,1055,  Apartment,2,
15514,Gajularamaram,5344,1015,  Apartment,2,
15515,Gajularamaram,5312,1120,  Apartment,2,
15516,Gajularamaram,5318,1100,  Apartment,2,
15517,Yousufguda,9001,1595,  Apartment,3,
15518,Kukatpally,6913,1935,  Apartment,3,
15519,Chandanagar,6213,1265,  Apartment,2,
15520,Miyapur,5745,1100,  Apartment,2,
15521,Chandanagar,5996,2700,  Apartment,3,
15522,Ameenpur,5605,1480,  Apartment,3,
15523,Chandanagar,5866,1500,  Apartment,3,
15524,Chandanagar,6078,950,  Apartment,2,
15525,Chandanagar,5978,1150,  Apartment,2,
15526,Patancheru,7658,1828,  Independent House,4,
15527,Patancheru,8445,1184,  Villa,3,
15528,Patancheru,8695,1725,  Villa,3,
15529,Patancheru,9009,1221,  Independent House,2,
15530,Patancheru,7658,1828,  Independent House,4,
15531,Gajularamaram,5333,1050,  Apartment,2,
15532,Gajularamaram,5344,1015,  Apartment,2,
15533,Patancheru,7500,1200,  Independent House,2,
15534,Aminpur,5643,1165,  Apartment,2,
15535,Aminpur,5650,1140,  Apartment,2,
15536,Aminpur,5649,1145,  Apartment,2,
15537,Kondapur,7496,1210,  Apartment,2,
15538,Kukatpally,6689,1450,  Apartment,3,
15539,Bachupally,6031,2160,  Apartment,3,
15540,Indresham,4411,1180,  Apartment,2,
15541,Indresham,4423,1120,  Apartment,2,
15542,Patancheru,7378,2304,  Villa,3,
15543,Chandanagar,6205,1285,  Apartment,2,
15544,Yousufguda,8962,1729,  Apartment,3,
15545,Gajularamaram,5327,1070,  Apartment,2,
15546,Gajularamaram,5316,1420,  Apartment,3,
15547,Jeedimetla,5906,1230,  Apartment,2,
